date,sales,promo,is_holiday
2025-07-22,278.5,0,0
2025-07-23,319.5,0,0
2025-07-24,297.8,0,0
2025-07-25,310.3,0,0
2025-07-26,344.5,0,0
2025-07-27,320.3,0,0
2025-07-28,313.9,0,0
2025-07-29,292.3,0,0
2025-07-30,394.2,1,0
2025-07-31,264.2,0,0
2025-08-01,322.1,0,0
2025-08-02,342.5,0,0
2025-08-03,338.4,0,0
2025-08-04,318.3,0,0
2025-08-05,314.8,0,0
2025-08-06,328.3,0,0
2025-08-07,309.0,0,0
2025-08-08,310.0,0,0
2025-08-09,355.1,0,0
2025-08-10,447.1,1,0
2025-08-11,312.8,0,0
2025-08-12,325.7,0,0
2025-08-13,296.9,0,0
2025-08-14,326.5,0,0
2025-08-15,331.2,0,0
2025-08-16,392.9,1,0
2025-08-17,448.3,0,1
2025-08-18,384.5,1,0
2025-08-19,327.3,0,0
2025-08-20,300.0,0,0
2025-08-21,307.4,0,0
2025-08-22,295.3,0,0
2025-08-23,354.8,0,0
2025-08-24,356.7,0,0
2025-08-25,325.7,0,0
2025-08-26,351.5,0,0
2025-08-27,304.7,0,0
2025-08-28,309.5,0,0
2025-08-29,372.5,1,0
2025-08-30,385.4,0,0
2025-08-31,339.3,0,0
2025-09-01,,0,0
2025-09-02,324.6,0,0
2025-09-03,333.6,0,0
2025-09-04,292.4,0,0
2025-09-05,339.8,0,0
2025-09-06,358.1,0,0
2025-09-07,362.3,0,0
2025-09-08,341.8,0,0
2025-09-09,376.4,1,0
2025-09-10,376.8,1,0
2025-09-11,323.7,0,0
2025-09-12,349.7,0,0
2025-09-13,369.3,0,0
2025-09-14,352.1,0,0
2025-09-15,383.4,0,0
2025-09-16,313.1,0,0
2025-09-17,342.3,0,0
2025-09-18,381.0,1,0
2025-09-19,348.4,0,0
2025-09-20,358.4,0,0
2025-09-21,376.2,0,0
2025-09-22,332.1,0,0
2025-09-23,408.4,1,0
2025-09-24,358.8,0,0
2025-09-25,352.4,0,0
2025-09-26,340.7,0,0
2025-09-27,357.9,0,0
2025-09-28,375.7,0,0
2025-09-29,338.4,0,0
2025-09-30,,0,0
2025-10-01,354.0,0,0
2025-10-02,354.6,0,0
2025-10-03,344.8,0,0
2025-10-04,364.3,0,0
2025-10-05,433.9,1,0
2025-10-06,331.9,0,0
2025-10-07,348.9,0,0
2025-10-08,361.6,0,0
2025-10-09,359.9,1,0
2025-10-10,358.6,0,0
2025-10-11,384.4,0,0
2025-10-12,378.5,0,0
2025-10-13,451.7,1,0
2025-10-14,,0,0
2025-10-15,379.8,0,0
2025-10-16,354.6,0,0
2025-10-17,345.2,0,0
2025-10-18,468.9,1,0
2025-10-19,461.9,1,0
2025-10-20,359.7,0,0
2025-10-21,380.0,0,0
2025-10-22,369.4,0,0
2025-10-23,383.5,0,0
2025-10-24,350.9,0,0
2025-10-25,397.7,0,0
2025-10-26,,1,0
2025-10-27,358.4,0,0
2025-10-28,363.7,0,0
2025-10-29,367.3,0,0
2025-10-30,378.8,0,0
2025-10-31,368.8,0,0
2025-11-01,438.7,0,0
2025-11-02,401.7,0,0
2025-11-03,388.1,0,0
2025-11-04,368.1,0,0
2025-11-05,389.6,0,0
2025-11-06,367.1,0,0
2025-11-07,351.2,0,0
2025-11-08,422.4,0,0
2025-11-09,484.0,1,0
2025-11-10,376.1,0,0
2025-11-11,355.3,0,0
2025-11-12,391.3,0,0
2025-11-13,372.8,0,0
2025-11-14,376.7,0,0
2025-11-15,431.1,0,0
2025-11-16,476.7,1,0
2025-11-17,393.6,0,0
2025-11-18,378.2,0,0
2025-11-19,436.9,1,0
2025-11-20,399.7,0,0
2025-11-21,380.6,0,0
2025-11-22,427.7,0,0
2025-11-23,425.8,0,0
2025-11-24,399.0,0,0
2025-11-25,390.1,0,0
2025-11-26,391.6,0,0
2025-11-27,415.0,0,0
2025-11-28,395.6,0,0
2025-11-29,428.2,0,0
2025-11-30,401.9,0,0
2025-12-01,381.6,0,0
2025-12-02,424.9,0,0
2025-12-03,411.6,0,0
2025-12-04,390.4,0,0
2025-12-05,399.5,0,0
2025-12-06,419.4,0,0
2025-12-07,492.1,1,0
2025-12-08,380.1,0,0
2025-12-09,386.0,0,0
2025-12-10,383.0,0,0
2025-12-11,405.9,0,0
2025-12-12,400.1,0,0
2025-12-13,449.5,0,0
2025-12-14,437.1,0,0
2025-12-15,401.4,0,0
2025-12-16,402.8,0,0
2025-12-17,411.6,0,0
2025-12-18,385.1,0,0
2025-12-19,482.2,1,0
2025-12-20,435.9,0,0
2025-12-21,404.7,0,0
2025-12-22,482.3,1,0
2025-12-23,370.0,0,0
2025-12-24,383.3,0,0
2025-12-25,444.3,0,1
2025-12-26,442.4,1,0
2025-12-27,431.9,0,0
2025-12-28,489.2,1,0
2025-12-29,414.7,0,0
2025-12-30,396.2,0,0
